Maintenance_ID,Aircraft_ID,Aircraft_Type,Maintenance_Type,Maintenance_Category,Scheduled_Date,Actual_Start_Date,Completion_Date,Budgeted_Cost,Actual_Cost,Labor_Hours,Parts_Cost,Vendor,Priority,Status,Location,Downtime_Hours,Technician_Count,Cost_Variance,Cost_Variance_Percent
M468,A19,,scheduled,Engine,,2024-04-16,2024-04-21,,78756.0,190.0,13934.0,,,,,52.0,8.0,16872.0,27.26
M006,A03,A-320,,,2024-08-05,2024-08-09,2024-08-12,19663.0,17367.0,73.0,9675.0,V-B,Medium,InProgress,Singapore,132.0,7.0,,-11.68
M920,A55,,,,2023-06-20,2023-06-20,2023-06-21,100040.0,89339.0,115.0,,,,Delayed,Chennai,75.0,5.0,-10701.0,
M2596,A42,A-320,Scheduled,,,2024-01-10,2024-01-14,46989.0,46460.0,27.0,29867.0,,,,,,,-529.0,-1.13
M4325,A09,,,Engine,2024-06-02,2024-06-09,2024-06-11,44331.0,36405.0,201.0,51445.0,V-C,Low,,,34.0,,-7926.0,
M1064,A60,B737,scheduled,,2022-08-17,,2022-08-23,126725.0,180474.0,,55086.0,,,,London,81.0,2.0,,
M2591,A21,,scheduled,,2022-01-19,2022-01-23,,124668.0,,181.0,2801.0,V-A,Critical,Completed,,25.0,8.0,11066.0,
M243,A30,,,,2022-06-27,2022-06-30,2022-07-02,20106.0,,55.0,,V-C,Low,completed,Paris,36.0,1.0,-2019.0,-10.04
M2100,A29,B737,Scheduled,LandingGear,2022-11-06,2022-11-15,2022-11-17,145277.0,182347.0,,83364.0,V-C,,Cancelled,NewYork,,,,25.52
M1161,A13,,,,,2022-02-02,2022-02-07,,131859.0,64.0,,V-B,,Delayed,Tokyo,,4.0,-13004.0,-8.98
M2871,A40,A320,,Avionics,2024-02-10,2024-02-16,2024-02-17,,74004.0,,65092.0,V-C,,InProgress,Chennai,108.0,7.0,-6894.0,
M3736,A38,B777,,LandingGear,,2023-10-20,2023-10-23,95391.0,,,86394.0,,Medium,completed,Toronto,53.0,9.0,-20860.0,
M2398,A57,B777,Emergency,Avionics,,,2023-02-27,118873.0,,15.0,9054.0,V-C,High,Completed,Singapore,,,-1890.0,-1.59
M3518,A40,,,Hydraulics,2022-11-25,2022-11-22,2022-11-22,,13680.0,,69313.0,,High,,London,65.0,,2502.0,
M3422,A19,,Unscheduled,Avionics,2023-02-02,,2023-02-09,81921.0,,,67231.0,,Low,Delayed,,19.0,,-8793.0,
M2564,A58,,Preventive,Hydraulics,,,,91654.0,101130.0,53.0,29209.0,inhouse,,InProgress,Dubai,,4.0,,10.34
M1606,A27,A350,Scheduled,Hydraulics,2022-07-08,2022-07-10,,,27479.0,150.0,77468.0,,High,InProgress,Mumbai,,7.0,,-29.12
M4325,A09,,,Engine,2024-06-02,2024-06-09,2024-06-11,44331.0,36405.0,201.0,51445.0,V-C,Low,,,34.0,,-7926.0,
M2325,A10,,,LandingGear,2024-08-28,,2024-08-30,101038.0,,60.0,60813.0,,High,completed,Chicago,130.0,5.0,,
M2710,A36,,Emergency,Hydraulics,2024-09-02,2024-09-05,,,9925.0,148.0,59182.0,,,,LosAngeles,53.0,2.0,-1519.0,-13.27
M4154,A14,,Emergency,,2024-08-16,,2024-08-28,,65229.0,158.0,,,Medium,Completed,London,141.0,,,
M1313,A16,,Unscheduled,Engine,,,2022-09-10,,,27.0,51335.0,InHouse,,InProgress,Toronto,39.0,10.0,12300.0,10.83
M3449,A40,,Preventive,Avionics,,,2024-01-22,,130404.0,,,,Critical,Completed,,,3.0,,
M3813,A38,A-320,,,,2022-11-01,2022-11-04,113186.0,99247.0,,,,,completed,Tokyo,,,-13939.0,-12.32
M860,A48,B787,,LandingGear,2023-11-08,2023-11-07,,,73212.0,,42331.0,InHouse,,Completed,Chicago,,10.0,-22306.0,
M2363,A21,b737,scheduled,Electrical,,2024-01-27,2024-01-31,,,,35993.0,,,,,,10.0,39606.0,
M1976,A05,,,,,2023-04-15,,73899.0,65941.0,142.0,64406.0,V-B,,Delayed,London,,,-7958.0,-10.77
M3515,A50,b737,Unscheduled,,,,,130739.0,186677.0,208.0,,,Medium,InProgress,Toronto,,7.0,,
M1762,A25,B737,,Hydraulics,2023-01-03,2023-01-04,,,153787.0,89.0,56099.0,InHouse,High,InProgress,Frankfurt,,,6385.0,4.33
M2740,A54,B787,Unscheduled,,2022-09-07,2022-09-19,2022-09-23,75158.0,,61.0,2497.0,V-B,Medium,,,98.0,3.0,-13124.0,-17.46
M4002,A47,,Scheduled,,,2024-08-14,,60251.0,84754.0,65.0,82580.0,,,completed,Singapore,87.0,6.0,24503.0,40.67
M2473,A06,A350,Scheduled,Avionics,,2022-06-12,2022-06-12,71277.0,,137.0,35313.0,InHouse,Critical,Cancelled,,145.0,8.0,-20030.0,-28.1
M4008,A52,A350,,Hydraulics,,2022-06-03,,85939.0,120450.0,205.0,,InHouse,Critical,Cancelled,Chennai,,4.0,,40.16
M4719,A04,b737,Preventive,LandingGear,,2022-11-26,2022-11-28,,,,14035.0,V-C,,Delayed,Dallas,,5.0,-4860.0,
M1494,A45,B787,,Avionics,2022-10-01,,2022-09-29,146315.0,,172.0,30162.0,inhouse,,completed,Mumbai,78.0,1.0,,42.82
M4207,A32,B777,,Electrical,,2023-11-02,2023-11-07,,,,,,,Delayed,NewYork,,,-12316.0,-13.84
M2159,A21,B777,,Electrical,2024-02-06,2024-02-11,,,164144.0,87.0,65355.0,inhouse,,InProgress,Mumbai,,3.0,40123.0,32.35
M1170,A26,b737,,Engine,2022-08-18,2022-08-26,,,,203.0,44915.0,,Low,Completed,Singapore,,,,-23.11
M1663,A34,,,Structure,2022-03-01,2022-03-08,,81054.0,61107.0,,27205.0,,Medium,Cancelled,Atlanta,,10.0,,-24.61
M233,A20,A-320,Preventive,Hydraulics,2022-06-24,,2022-06-30,129143.0,,130.0,87643.0,V-C,Critical,completed,Paris,52.0,,48430.0,37.5
M067,A58,B737,,LandingGear,2022-04-11,,2022-04-15,48611.0,61016.0,,8355.0,V-C,Medium,Delayed,Paris,42.0,4.0,,
M1604,A46,A350,Preventive,Avionics,2023-05-26,2023-05-30,,101846.0,,55.0,17668.0,,,Completed,Paris,108.0,8.0,-8030.0,
M3284,A51,A350,Emergency,Avionics,2023-06-17,,2023-06-15,103940.0,,102.0,7763.0,,,completed,Amsterdam,89.0,10.0,5528.0,5.32
M3597,A52,,Unscheduled,,2024-05-03,,,,,60.0,,V-A,,completed,Toronto,,8.0,10807.0,7.22
M4633,A13,b737,,Engine,,2024-03-14,2024-03-17,119728.0,170667.0,156.0,,V-C,High,Cancelled,LosAngeles,,,50939.0,42.55
M126,A18,A350,Unscheduled,,,2023-07-30,,68370.0,,,7632.0,V-C,Low,,,68.0,,,7.32
M1297,A28,B737,Preventive,Hydraulics,2023-06-27,2023-06-25,,76567.0,,54.0,78107.0,inhouse,High,,Mumbai,,9.0,36998.0,48.32
M1977,A18,b737,Preventive,,2022-12-11,2022-12-20,2022-12-22,,28313.0,29.0,52577.0,inhouse,,,,,10.0,-3913.0,
M4521,A21,,Unscheduled,Hydraulics,2022-04-01,2022-04-01,,,67133.0,173.0,42733.0,,High,InProgress,,,,17569.0,
M2019,A38,,,LandingGear,2023-12-02,,,42512.0,37093.0,,3956.0,,Critical,,Dubai,,,-5419.0,
M2076,A55,b737,Unscheduled,Electrical,,2023-06-14,2023-06-16,31814.0,,8.0,45146.0,,Low,,Paris,,9.0,,43.84
M4581,A58,B777,,LandingGear,,,2024-02-05,8017.0,10435.0,72.0,,V-C,,Completed,,,,2418.0,30.16
M3087,A27,A-320,Preventive,Engine,,2023-12-04,2023-12-07,47779.0,,147.0,4905.0,V-C,,completed,Chicago,76.0,1.0,,
M1118,A16,B737,scheduled,,,2023-06-17,,65765.0,,144.0,,V-B,Critical,Delayed,Amsterdam,,2.0,,33.91
M3346,A27,,scheduled,,,2022-07-16,,131722.0,115004.0,63.0,28103.0,V-B,Medium,Completed,,105.0,,,-12.69
M473,A50,B787,scheduled,LandingGear,2022-08-27,,2022-09-11,,102339.0,198.0,85388.0,InHouse,,Cancelled,Singapore,108.0,8.0,24328.0,31.19
M2798,A44,,scheduled,Electrical,2022-08-07,2022-08-19,2022-08-24,,93779.0,,,V-C,,,,,8.0,-21982.0,
M919,A58,B777,,Structure,,,,15740.0,,124.0,56824.0,,,Cancelled,Toronto,79.0,4.0,81.0,0.51
M1647,A09,A320,scheduled,,2022-07-14,2022-07-15,,,,79.0,,V-A,,completed,Mumbai,,6.0,,
M4622,A39,B737,Preventive,,2024-02-05,,,114779.0,122312.0,,6803.0,,,Cancelled,Singapore,131.0,3.0,7533.0,6.56
M365,A04,b737,,,,2023-10-09,,136400.0,125583.0,,4862.0,,Medium,,Chicago,92.0,7.0,-10817.0,-7.93
M3288,A27,,Emergency,LandingGear,,2024-06-06,2024-06-08,21983.0,17747.0,183.0,65237.0,,Critical,InProgress,Mumbai,141.0,,-4236.0,
M2126,A47,,,,2022-10-25,2022-11-01,2022-11-07,,9514.0,,,V-B,,InProgress,,,,-2686.0,-22.02
M4124,A47,A350,,,,2024-08-11,,97068.0,,81.0,64323.0,InHouse,Low,InProgress,NewYork,116.0,6.0,,
M4570,A38,,,Avionics,2022-03-23,2022-03-31,2022-04-01,,72466.0,,71561.0,inhouse,,Cancelled,,,5.0,16725.0,30.0
M526,A05,B777,,,2023-11-25,2023-11-27,,,99391.0,163.0,30712.0,V-A,High,Cancelled,Atlanta,92.0,6.0,-37592.0,-27.44
M4822,A60,,scheduled,LandingGear,,2024-09-22,2024-09-22,95870.0,107147.0,22.0,77478.0,V-B,,InProgress,Paris,58.0,2.0,11277.0,11.76
M056,A48,,scheduled,LandingGear,,2023-06-01,2023-06-01,15449.0,,,,,,Delayed,Dubai,15.0,3.0,6357.0,
M639,A43,B737,Unscheduled,LandingGear,2022-05-08,,2022-05-18,147718.0,,16.0,69084.0,,,InProgress,Dubai,130.0,6.0,,
M303,A39,,,Avionics,,,,62504.0,85273.0,164.0,,inhouse,,InProgress,Tokyo,,,,36.43
M2767,A39,A320,Preventive,,,2024-08-18,2024-08-19,88352.0,101521.0,85.0,57477.0,,Critical,Cancelled,Singapore,52.0,6.0,13169.0,14.91
M1277,A38,B777,Scheduled,Engine,2022-07-19,2022-07-26,2022-07-29,112129.0,,5.0,27025.0,V-A,,Cancelled,Mumbai,,1.0,,
M4721,A58,A320,,Structure,2022-10-14,2022-10-20,,88584.0,,163.0,21865.0,InHouse,Low,,Singapore,,2.0,38338.0,43.28
M2056,A08,A350,,,2022-12-08,2022-12-20,2022-12-23,98832.0,108412.0,49.0,,,Medium,Cancelled,Dallas,9.0,7.0,9580.0,9.69
M4433,A04,B777,Scheduled,Electrical,,2024-07-18,,107881.0,157284.0,106.0,25113.0,InHouse,High,completed,,43.0,6.0,,
M3645,A48,A320,,Hydraulics,2023-09-24,2023-10-04,,,,,34376.0,,Medium,,,,,,
M4144,A29,B777,Preventive,,2022-12-11,2022-12-08,2022-12-10,,,153.0,,,,completed,Atlanta,,2.0,3047.0,5.78
M2879,A40,B787,,,,2024-07-12,,,,,81188.0,,Medium,InProgress,Chennai,,,-20743.0,
M4203,A35,B737,Emergency,Avionics,2024-06-07,,2024-06-06,40853.0,,144.0,39942.0,,High,,,99.0,2.0,-11938.0,
M2287,A08,,Emergency,,,2022-05-05,,26250.0,,198.0,32161.0,inhouse,,Delayed,London,,7.0,,
M2262,A50,A350,scheduled,Avionics,2024-01-08,2024-01-16,,,,,,,,InProgress,Dallas,,3.0,30572.0,27.87
M2297,A08,b737,Unscheduled,Structure,2023-03-18,,2023-03-16,,112598.0,,85550.0,,High,InProgress,,,6.0,-34495.0,-23.45
M1754,A03,,scheduled,LandingGear,,,2023-09-19,,4901.0,,,,High,,Mumbai,,2.0,,
M1969,A11,A350,,Hydraulics,2022-12-15,2022-12-22,,,31919.0,71.0,29513.0,,Medium,Cancelled,,136.0,5.0,,-22.85
M4685,A49,A320,scheduled,Avionics,,,2022-06-06,,116493.0,185.0,60956.0,,Medium,,,,9.0,-24506.0,-17.38
M3118,A03,A350,Preventive,,2023-09-23,2023-10-02,,66923.0,90531.0,,21541.0,V-A,Medium,Delayed,NewYork,,,23608.0,
M2394,A09,A320,Scheduled,Avionics,2023-11-12,2023-11-13,2023-11-15,,121228.0,,28235.0,V-B,Low,,,,,15642.0,14.81
M524,A44,b737,,Hydraulics,2024-06-23,,2024-07-03,114277.0,156155.0,,22237.0,,,Delayed,Tokyo,27.0,8.0,,36.65
M3901,A31,B737,Preventive,Hydraulics,,2024-08-19,,,,,13293.0,V-A,,InProgress,Atlanta,,3.0,251.0,
M1875,A05,B777,Emergency,,2024-01-17,2024-01-18,2024-01-20,80678.0,99538.0,,24056.0,,,,Tokyo,,1.0,18860.0,23.38
M4700,A12,,,Engine,2023-05-17,,2023-05-22,148349.0,158417.0,,,V-C,Medium,Cancelled,Chennai,,7.0,10068.0,
M3123,A26,A320,,,2023-12-21,2023-12-18,2023-12-18,149866.0,,97.0,6740.0,V-A,Medium,Cancelled,Amsterdam,66.0,2.0,,-6.12
M4157,A15,A350,Unscheduled,LandingGear,2023-11-20,2023-11-22,2023-11-23,80041.0,97177.0,168.0,,V-B,Critical,completed,Mumbai,,2.0,17136.0,21.41
M1970,A50,A-320,Scheduled,Hydraulics,2022-10-23,,2022-11-01,121866.0,140017.0,217.0,,,Critical,completed,Amsterdam,,,18151.0,14.89
M672,A12,,,Avionics,2022-06-01,2022-06-13,2022-06-14,135013.0,,150.0,65293.0,V-B,Medium,Completed,Atlanta,46.0,3.0,-20899.0,-15.48
M4189,A56,A320,,Avionics,2024-09-19,,,12378.0,15294.0,94.0,,,,InProgress,LosAngeles,19.0,7.0,,23.56
M667,A01,,,Avionics,2023-07-30,,2023-08-12,76170.0,65928.0,156.0,2161.0,inhouse,Low,completed,,,5.0,,-13.45
M3022,A57,A350,,Structure,,,2023-07-21,,8633.0,,9296.0,,,completed,NewYork,84.0,,23.0,0.27
M1888,A50,B777,scheduled,Avionics,2023-05-03,2023-05-05,2023-05-08,82556.0,,92.0,,,,InProgress,Frankfurt,76.0,4.0,,-0.27
M3267,A06,B777,,,2023-01-10,,,44213.0,51712.0,,,inhouse,Medium,,Paris,124.0,,7499.0,16.96
M281,A21,B787,Scheduled,Structure,2022-12-05,,2022-12-17,,12731.0,162.0,87755.0,V-C,Low,completed,,96.0,2.0,,-17.71
M1720,A08,A-320,,LandingGear,2022-05-24,2022-05-21,2022-05-22,17152.0,,141.0,41205.0,V-B,High,completed,,,,6522.0,38.02
M2948,A33,A-320,Scheduled,Engine,,2023-12-07,,,129832.0,,32729.0,InHouse,High,,,76.0,8.0,,
M4456,A06,,scheduled,Engine,,,,,73572.0,,12796.0,,,,Dallas,,6.0,11371.0,18.28
M900,A24,,,Electrical,2023-03-02,,2023-03-07,28800.0,38587.0,33.0,60893.0,V-A,,Cancelled,,,,,
M747,A03,,,Electrical,2023-05-14,2023-05-20,,82260.0,58608.0,36.0,7972.0,InHouse,,Completed,Paris,,,,-28.75
M761,A47,,,Hydraulics,2023-06-10,,2023-06-10,44689.0,43861.0,,,V-C,,Cancelled,,,7.0,-828.0,
M1907,A48,b737,scheduled,,2022-05-20,2022-05-31,,77029.0,,107.0,88420.0,,Low,Cancelled,,142.0,,37649.0,48.88
M4043,A14,A350,Emergency,,2024-07-19,2024-07-21,2024-07-24,123605.0,,,48807.0,V-A,,Cancelled,,73.0,4.0,-17242.0,
M3824,A53,B787,scheduled,Structure,2022-12-24,,2022-12-23,54160.0,52956.0,71.0,71190.0,,Low,,Amsterdam,,,-1204.0,
M4139,A35,B777,Scheduled,Avionics,2024-02-22,2024-02-27,,140799.0,129762.0,,,,,Cancelled,Singapore,6.0,3.0,-11037.0,
M3819,A52,,Preventive,,2022-03-11,2022-03-08,2022-03-08,120049.0,89402.0,,32822.0,InHouse,High,Completed,Tokyo,144.0,6.0,,-25.53
M4301,A33,B737,,Electrical,,2022-12-16,2022-12-17,98016.0,130677.0,112.0,40240.0,InHouse,Low,,LosAngeles,112.0,10.0,32661.0,
M2594,A40,A320,scheduled,,2024-09-17,2024-09-19,2024-09-19,,53257.0,144.0,27490.0,,,InProgress,Chennai,,,-18462.0,-25.74
M4165,A36,A350,Preventive,Hydraulics,2023-10-30,,,139214.0,105390.0,220.0,7918.0,,High,completed,,,10.0,-33824.0,
M3032,A21,,Emergency,Avionics,2023-11-10,2023-11-17,2023-11-21,94900.0,114345.0,72.0,44791.0,,Low,Cancelled,Frankfurt,49.0,10.0,19445.0,20.49
M3580,A25,A320,Unscheduled,,2022-05-23,,2022-05-23,,20526.0,11.0,,V-A,Low,Cancelled,,80.0,,-7131.0,-25.78
M2833,A03,B777,,Engine,2022-08-24,2022-09-02,,149317.0,148041.0,151.0,30375.0,,Medium,InProgress,Atlanta,109.0,3.0,-1276.0,-0.85
M3473,A40,A320,,Hydraulics,,,2022-01-29,21357.0,19439.0,190.0,24199.0,InHouse,,Delayed,Toronto,82.0,6.0,-1918.0,
M138,A38,A320,Unscheduled,,2024-08-13,2024-08-18,2024-08-19,,40108.0,176.0,,,High,Completed,LosAngeles,110.0,6.0,6475.0,19.25
M4893,A37,,scheduled,Hydraulics,2022-11-22,,2022-12-02,,144039.0,89.0,,InHouse,Medium,,NewYork,19.0,6.0,-3732.0,-2.53
M2181,A60,A350,scheduled,Engine,,2023-07-16,,,,188.0,,,,Delayed,Frankfurt,70.0,,55624.0,
M2129,A18,b737,Scheduled,Structure,,,2023-04-26,66606.0,65265.0,187.0,,InHouse,Low,InProgress,London,,10.0,,
M3178,A13,B737,,Hydraulics,2024-04-27,,,22521.0,27655.0,,3732.0,V-B,Medium,Delayed,Tokyo,100.0,,,
M4855,A08,,Unscheduled,Electrical,2022-11-24,2022-12-04,,86866.0,130279.0,,,,,InProgress,Paris,,,43413.0,49.98
M4638,A53,B737,,,2024-06-29,,,,102990.0,141.0,56681.0,V-A,Low,,Chicago,140.0,10.0,16701.0,
M3162,A04,,scheduled,,2023-10-26,,2023-11-08,63534.0,92341.0,207.0,,InHouse,Critical,Delayed,Paris,,,28807.0,45.34
M4262,A58,B737,Scheduled,LandingGear,2023-05-13,2023-05-12,2023-05-14,83215.0,115430.0,117.0,85510.0,V-C,,,London,129.0,,32215.0,
M4345,A10,b737,Emergency,,,2024-08-03,2024-08-05,,100594.0,,,,High,Completed,NewYork,,4.0,,-25.72
M1332,A33,,scheduled,Structure,2024-08-21,,2024-08-30,44663.0,,,70966.0,InHouse,,completed,,109.0,,-9776.0,-21.89
M2018,A43,A-320,,,2022-05-07,2022-05-08,2022-05-14,114954.0,96321.0,,86610.0,,Medium,,Chicago,64.0,4.0,-18633.0,-16.21
M4543,A42,A-320,,Avionics,2024-04-14,2024-04-16,,,35001.0,207.0,,,Low,InProgress,NewYork,16.0,,,-23.54
M2483,A44,B787,Emergency,LandingGear,2023-09-08,2023-09-11,2023-09-13,52893.0,55984.0,12.0,,V-B,Medium,Cancelled,Mumbai,,1.0,3091.0,5.84
M1359,A52,A320,Scheduled,,,2022-08-12,,148424.0,,210.0,,V-B,,,Chicago,116.0,,14444.0,9.73
M1330,A39,,,Structure,,,2024-09-29,,70469.0,62.0,75390.0,InHouse,,Completed,Atlanta,101.0,,13998.0,
M3527,A57,b737,Emergency,Electrical,,,,84402.0,83687.0,50.0,84753.0,inhouse,Medium,Cancelled,Mumbai,94.0,7.0,,
M2151,A41,B737,,Hydraulics,2024-06-09,,2024-06-15,,82183.0,80.0,38130.0,,,InProgress,Singapore,6.0,5.0,,22.5
M4531,A54,A350,Emergency,Avionics,2022-08-15,2022-08-19,2022-08-23,,8297.0,34.0,,,Low,Cancelled,NewYork,,9.0,-863.0,-9.42
M2123,A22,A-320,Unscheduled,Electrical,,2023-12-02,2023-12-05,56771.0,,34.0,57982.0,inhouse,High,,NewYork,,7.0,28193.0,
M4674,A47,,Emergency,Structure,2023-05-11,,2023-05-21,,193899.0,,73827.0,V-C,High,Cancelled,,,8.0,,40.43
M3982,A34,,Scheduled,Hydraulics,2022-12-19,,2022-12-24,71430.0,70792.0,103.0,26441.0,,High,Completed,Dallas,38.0,,-638.0,-0.89
M1253,A25,A350,Emergency,,,,,,16177.0,,81398.0,InHouse,Low,Cancelled,,,,-1132.0,-6.54
M3279,A33,,scheduled,Avionics,,2023-01-01,,105798.0,96688.0,173.0,,V-C,Low,Completed,Dallas,16.0,,,
M3375,A05,A350,scheduled,Avionics,,2023-11-04,2023-11-08,,,183.0,59930.0,,Low,Cancelled,Dallas,20.0,7.0,,13.65
M2815,A09,B787,Unscheduled,Avionics,,,,7481.0,5533.0,203.0,14745.0,V-B,High,Cancelled,,,8.0,-1948.0,-26.04
M4720,A50,A320,scheduled,LandingGear,,,2023-03-03,109557.0,91988.0,,,,Critical,,Amsterdam,64.0,,-17569.0,-16.04
M1849,A32,A320,scheduled,,2024-04-05,2024-04-13,,18398.0,20584.0,,89722.0,V-C,,Delayed,London,,,2186.0,11.88
M4859,A52,A-320,Preventive,Avionics,2022-03-26,2022-03-30,2022-04-01,,13492.0,203.0,,,High,,Chicago,134.0,2.0,-816.0,
M3038,A39,B737,Preventive,Hydraulics,2022-10-19,,2022-10-23,,18974.0,,88294.0,,,,London,,4.0,-7937.0,-29.49
M389,A57,A320,,,2023-12-28,2023-12-26,,,87325.0,,40666.0,V-B,Medium,InProgress,LosAngeles,100.0,1.0,-26168.0,
M236,A58,A-320,Scheduled,Electrical,2024-06-21,2024-06-25,,83342.0,,151.0,,inhouse,,Completed,,,3.0,-19739.0,
M1078,A22,B737,Preventive,Electrical,,,2024-09-25,124652.0,91695.0,165.0,,InHouse,Low,Cancelled,,,6.0,-32957.0,
M1985,A09,,scheduled,,,,,,,,36401.0,V-A,,InProgress,,93.0,2.0,,-25.38
M4364,A26,,Emergency,Structure,,2024-08-30,2024-09-04,118401.0,171493.0,,41136.0,V-A,,,,,3.0,,44.84
M3963,A31,,Unscheduled,Hydraulics,,2023-07-06,2023-07-08,54982.0,42259.0,,,,Critical,InProgress,Tokyo,,8.0,,-23.14
M771,A09,B777,Scheduled,Engine,,2022-03-24,2022-03-24,149552.0,161967.0,,66089.0,,,Delayed,Paris,127.0,,,8.3
M2166,A10,A350,scheduled,Electrical,,2022-11-21,,101385.0,122552.0,,17149.0,V-B,Medium,InProgress,Amsterdam,97.0,4.0,21167.0,20.88
M4534,A06,b737,Emergency,Structure,,2022-10-20,2022-10-25,119377.0,176562.0,14.0,,inhouse,Medium,completed,London,,10.0,57185.0,
M674,A42,B737,Unscheduled,Avionics,2023-01-29,2023-01-26,2023-01-27,8552.0,11209.0,202.0,11957.0,,High,completed,NewYork,7.0,,,31.07
M250,A11,,,Avionics,,2023-10-28,2023-10-31,,,,13793.0,,High,Delayed,Tokyo,,3.0,,-5.98
M1575,A18,A-320,Emergency,,,2024-06-24,,62460.0,,,66039.0,V-B,High,Delayed,London,114.0,6.0,,5.62
M3420,A51,A350,,LandingGear,,2024-04-11,2024-04-12,,,137.0,,V-A,Critical,,LosAngeles,47.0,4.0,388.0,1.04
M2082,A43,A-320,Unscheduled,LandingGear,,2022-06-02,,,,21.0,6933.0,,Medium,,Atlanta,28.0,,16633.0,
M1824,A28,B787,Scheduled,LandingGear,2023-06-09,,2023-06-09,40941.0,,199.0,75983.0,V-C,,Delayed,Toronto,122.0,1.0,9805.0,23.95
M671,A15,B777,Emergency,Avionics,2024-08-26,2024-08-31,2024-09-06,,79913.0,,,InHouse,,,Dallas,116.0,,20870.0,35.35
M4006,A52,B737,Scheduled,Avionics,2023-07-12,,,90020.0,,,19648.0,V-B,Critical,completed,,,,-6560.0,
M4545,A09,A-320,,,,,2022-02-02,41149.0,,74.0,1815.0,V-B,Low,Cancelled,,81.0,,-11309.0,
M717,A29,A-320,,Avionics,2023-12-05,2023-12-15,,,105241.0,81.0,2329.0,V-B,Critical,Completed,,,8.0,,
M1053,A02,B777,Preventive,Avionics,2023-09-11,2023-09-21,2023-09-25,,97298.0,,,V-B,,InProgress,Frankfurt,40.0,5.0,,
M1352,A55,A350,Preventive,,,2023-01-02,,52942.0,,200.0,,inhouse,Medium,Cancelled,Frankfurt,,,14022.0,
M2049,A18,B777,Unscheduled,Structure,2024-09-05,2024-09-09,,109921.0,,,,,High,Delayed,Chicago,,8.0,,17.0
M4179,A05,A320,,,2022-07-03,2022-07-04,,45571.0,64273.0,8.0,38461.0,V-C,Low,,Tokyo,6.0,9.0,18702.0,
M4810,A22,A350,,Engine,2023-03-03,2023-03-05,2023-03-06,90044.0,,,35193.0,V-C,,completed,Singapore,,,-2787.0,
M2725,A49,A320,scheduled,Electrical,2023-04-17,2023-04-16,2023-04-16,9013.0,11262.0,100.0,,V-B,High,Completed,London,,,,
M430,A38,B777,,Structure,2022-01-07,2022-01-04,,28367.0,35895.0,211.0,63391.0,,High,,Singapore,74.0,9.0,7528.0,
M1461,A01,B777,Unscheduled,Hydraulics,,,,,198215.0,,28332.0,,,,,31.0,5.0,,48.41
M1669,A38,,Preventive,LandingGear,2024-06-01,,2024-06-09,23012.0,30280.0,,19837.0,,High,completed,Paris,,7.0,7268.0,
M2757,A30,,Unscheduled,Hydraulics,,,2024-07-14,,,,1078.0,,Critical,InProgress,Mumbai,,10.0,41145.0,37.74
M2001,A60,A320,Scheduled,,,2023-04-24,,,52717.0,68.0,84573.0,InHouse,High,,,,1.0,,
M4572,A20,,Preventive,Avionics,,,2024-05-21,,98599.0,119.0,35619.0,InHouse,,Completed,Mumbai,143.0,,,6.87
M4614,A43,A350,Scheduled,,2024-02-12,2024-02-24,,,,,48704.0,InHouse,,Delayed,Mumbai,123.0,7.0,19166.0,26.01
M405,A02,A320,,,,2022-10-24,2022-10-25,8041.0,,,,V-A,High,,Chennai,,10.0,-1951.0,
M385,A17,A-320,Scheduled,,2024-04-05,,,,72291.0,,,,Medium,,LosAngeles,,6.0,14551.0,
M2195,A09,A350,,Structure,2022-10-28,2022-10-29,2022-11-02,130968.0,148794.0,,45292.0,,,InProgress,Amsterdam,123.0,7.0,17826.0,
M2153,A32,,,Electrical,2023-09-13,2023-09-19,,65840.0,80122.0,190.0,,,Medium,,NewYork,12.0,9.0,14282.0,21.69
M1634,A38,,Unscheduled,,,2023-07-13,2023-07-13,61716.0,72165.0,211.0,32097.0,V-A,High,,Chicago,10.0,10.0,10449.0,16.93
M1870,A16,B777,scheduled,LandingGear,2024-09-16,,,124734.0,98703.0,208.0,4615.0,inhouse,Medium,Completed,Chicago,60.0,8.0,-26031.0,-20.87
M4785,A57,A-320,Preventive,Structure,2022-12-01,2022-12-05,2022-12-06,,,,85368.0,,,Cancelled,,44.0,,-30486.0,
M3926,A21,A320,Emergency,Engine,2024-08-16,2024-08-26,2024-08-29,21994.0,27449.0,151.0,3268.0,V-C,,Delayed,,,9.0,5455.0,
M4159,A17,A-320,,Structure,2022-03-06,,,110886.0,,145.0,,InHouse,Low,Completed,Amsterdam,124.0,,21479.0,19.37
M4949,A20,B777,,Avionics,,2024-01-21,,,41751.0,158.0,,V-A,,Delayed,Dubai,48.0,1.0,,-25.81
M224,A59,B787,,Avionics,2022-08-13,2022-08-10,,,91281.0,92.0,24260.0,,,Completed,Chicago,,2.0,-39020.0,-29.95
M2194,A47,A-320,,,2024-05-09,2024-05-11,2024-05-16,125657.0,,,21885.0,V-A,,,,138.0,7.0,,
M3137,A53,B777,,Avionics,2024-05-06,,,73082.0,78258.0,89.0,,inhouse,Medium,Delayed,NewYork,24.0,5.0,,
M4470,A25,A320,scheduled,Engine,2022-11-14,2022-11-17,,,105309.0,56.0,50432.0,,Critical,Delayed,Dallas,75.0,5.0,,
