Maintenance_ID,Aircraft_ID,Aircraft_Type,Maintenance_Type,Maintenance_Category,Scheduled_Date,Actual_Start_Date,Completion_Date,Budgeted_Cost,Actual_Cost,Labor_Hours,Parts_Cost,Vendor,Priority,Status,Location,Downtime_Hours,Technician_Count,Cost_Variance,Cost_Variance_Percent,Maintenance_Duration,Delay_Flag,High_Cost_Flag,Maintenance_Year,Maintenance_Month
M2598,A09,B787,scheduled,Avionics,2022-04-26,2022-05-06,2022-05-11,78913.65527065528,150023.0,76.25535055350554,13563.0,V-C,High,completed,Dallas,76.25535055350554,3.0,71109.34472934472,90.11031675754519,5,Yes,Yes,2022,4
M923,A51,B737,Preventive,Electrical,2023-01-05,2023-01-15,2023-01-19,15450.0,85239.29113067027,110.74154067674586,46308.978087649404,InHouse,Low,Completed,Dallas,150.0,3.0,69789.29113067027,451.7106222049856,4,Yes,No,2023,1
M1255,A33,A-320,scheduled,Engine,2023-04-07,2023-04-13,2023-04-14,62863.0,53674.0,108.0,18151.0,InHouse,Medium,completed,Toronto,108.0,7.0,-9189.0,-14.61750155099184,1,Yes,No,2023,4
M2036,A55,B737,Emergency,Avionics,2024-07-14,2024-07-25,2024-07-28,78913.65527065528,118196.0,45.0,74569.0,InHouse,High,completed,Dallas,45.0,5.559125085440875,39282.344729344724,49.77889389943416,3,Yes,Yes,2024,7
M2627,A17,b737,scheduled,Electrical,2024-08-05,2024-08-07,2024-08-08,78913.65527065528,151704.0,80.0,19482.0,V-C,Critical,Cancelled,Dallas,106.0,7.0,72790.34472934472,92.24049308030526,1,Yes,Yes,2024,8
M2152,A04,A320,Preventive,Avionics,2023-01-15,2023-01-23,2023-01-26,94157.0,109646.0,129.0,44624.0,InHouse,High,completed,Frankfurt,129.0,9.0,15489.0,16.450184266703484,3,Yes,Yes,2023,1
M3055,A42,b737,Scheduled,Structure,2023-01-14,2023-01-14,2023-01-15,11589.0,85239.29113067027,107.0,18058.0,InHouse,High,InProgress,Dallas,108.0,3.0,73650.29113067027,635.5189501309023,1,No,No,2023,1
M2193,A11,B737,scheduled,LandingGear,2023-08-27,2023-09-02,2023-09-03,145733.0,85239.29113067027,25.0,5719.0,InHouse,High,Completed,Dallas,25.0,4.0,-60493.70886932973,-41.50995921948339,1,Yes,No,2023,8
M993,A40,B737,Scheduled,Structure,2022-01-27,2022-01-27,2022-02-09,108687.0,91557.0,76.25535055350554,43469.0,inhouse,High,completed,NewYork,76.25535055350554,5.559125085440875,-17130.0,-15.760854564023298,13,No,Yes,2022,1
M4671,A03,B737,scheduled,Engine,2022-01-13,2022-01-20,2022-01-21,138831.0,85239.29113067027,76.25535055350554,21687.0,V-C,High,Delayed,Dallas,76.25535055350554,5.559125085440875,-53591.70886932973,-38.602119749428965,1,Yes,No,2022,1
M1319,A31,A320,scheduled,Hydraulics,2024-01-18,2024-01-18,2024-01-31,126569.0,85239.29113067027,76.25535055350554,68733.0,V-A,High,Delayed,Dallas,76.25535055350554,8.0,-41329.70886932973,-32.653895400397985,13,No,No,2024,1
M1864,A29,B737,Preventive,Engine,2024-06-20,2024-06-20,2024-06-20,87892.0,96892.0,76.25535055350554,86009.0,InHouse,Medium,completed,Dubai,76.25535055350554,5.559125085440875,9000.0,10.239839803395077,0,No,Yes,2024,6
M2137,A37,B787,scheduled,Electrical,2023-02-04,2023-02-04,2023-02-05,69596.0,85239.29113067027,105.0,46308.978087649404,InHouse,High,Delayed,Tokyo,105.0,1.0,15643.291130670274,22.477284801813717,1,No,No,2023,2
M873,A45,A320,Unscheduled,Electrical,2024-01-01,2024-01-12,2024-01-15,45485.0,58902.0,76.25535055350554,51361.0,InHouse,High,Completed,Chennai,76.25535055350554,10.0,13417.0,29.49763658348906,3,Yes,No,2024,1
M3851,A54,B777,Preventive,Electrical,2024-09-01,2024-09-01,2024-09-01,12971.0,15976.0,76.25535055350554,46308.978087649404,V-B,High,Completed,Dallas,76.25535055350554,5.0,3005.0,23.16706499113407,0,No,No,2024,9
M3392,A05,B787,Scheduled,Electrical,2022-12-21,2022-12-28,2023-01-02,53677.0,74396.0,90.0,12042.0,InHouse,High,completed,NewYork,120.0,1.0,20719.0,38.59940011550571,5,Yes,No,2022,12
M1605,A38,B777,scheduled,Hydraulics,2023-09-11,2023-09-21,2023-09-22,24317.0,85239.29113067027,110.74154067674586,23830.0,V-B,High,Delayed,Chicago,139.0,5.559125085440875,60922.29113067027,250.5337464764168,1,Yes,No,2023,9
M1119,A12,B737,Preventive,Hydraulics,2022-09-23,2022-09-28,2022-09-29,78913.65527065528,120445.0,76.25535055350554,27909.0,V-B,High,Completed,Amsterdam,76.25535055350554,10.0,41531.344729344724,52.62884425629757,1,Yes,Yes,2022,9
M1343,A60,A-320,Scheduled,Structure,2022-04-26,2022-05-08,2022-05-10,47886.0,85239.29113067027,118.0,54860.0,V-C,High,completed,Dallas,118.0,8.0,37353.29113067027,78.00461748876556,2,Yes,No,2022,4
M321,A25,B737,Scheduled,LandingGear,2023-04-17,2023-04-24,2023-04-24,78913.65527065528,10035.0,76.25535055350554,81318.0,V-C,High,completed,Atlanta,76.25535055350554,5.0,-68878.65527065528,-87.28356966157212,0,Yes,No,2023,4
M2061,A33,A350,scheduled,Structure,2023-01-31,2023-01-31,2023-02-01,78913.65527065528,112417.0,76.25535055350554,12612.0,inhouse,Medium,Cancelled,Dallas,76.25535055350554,6.0,33503.344729344724,42.45569998555527,1,No,Yes,2023,1
M2220,A15,A-320,scheduled,Structure,2024-09-14,2024-09-14,2024-09-15,120938.0,177450.0,107.0,65101.0,V-A,Medium,Completed,Mumbai,128.0,2.0,56512.0,46.72807554284013,1,No,Yes,2024,9
M261,A03,B787,Preventive,Avionics,2024-09-23,2024-09-26,2024-09-27,112415.0,105252.0,27.0,64001.0,InHouse,High,completed,Dallas,27.0,2.0,-7163.0,-6.3719254547880615,1,Yes,Yes,2024,9
M4786,A43,B737,scheduled,LandingGear,2022-08-22,2022-08-22,2022-08-23,102632.0,75088.0,59.0,46308.978087649404,V-A,Low,Delayed,Dallas,59.0,7.0,-27544.0,-26.83763348663185,1,No,No,2022,8
M2027,A06,b737,Scheduled,Avionics,2023-07-25,2023-07-25,2023-07-27,78913.65527065528,4418.0,76.25535055350554,64919.0,InHouse,High,Completed,Dallas,76.25535055350554,3.0,-74495.65527065528,-94.40147591079479,2,No,No,2023,7
M4235,A51,B737,Emergency,Avionics,2022-04-14,2022-04-24,2022-04-25,125636.0,128026.0,76.25535055350554,54659.0,V-A,Low,InProgress,NewYork,76.25535055350554,5.559125085440875,2390.0,1.9023209907988157,1,Yes,Yes,2022,4
M1574,A29,B737,scheduled,Hydraulics,2023-04-30,2023-05-07,2023-05-08,31237.0,34650.0,51.0,46308.978087649404,inhouse,High,completed,Atlanta,51.0,1.0,3413.0,10.926145276434998,1,Yes,No,2023,4
M4655,A25,A-320,scheduled,Hydraulics,2024-03-04,2024-03-04,2024-03-05,78913.65527065528,85239.29113067027,76.0,46308.978087649404,V-C,Low,Completed,Amsterdam,76.0,5.559125085440875,6325.635860014998,8.015895143013658,1,No,No,2024,3
M4628,A36,B787,scheduled,Hydraulics,2023-02-11,2023-02-20,2023-02-22,78913.65527065528,85239.29113067027,54.0,75973.0,V-A,Critical,completed,Chennai,54.0,1.0,6325.635860014998,8.015895143013658,2,Yes,No,2023,2
M225,A43,A350,scheduled,Engine,2024-05-16,2024-05-24,2024-05-24,102934.0,130070.0,91.0,40552.0,InHouse,High,InProgress,Tokyo,116.0,8.0,27136.0,26.362523558785238,0,Yes,Yes,2024,5
M1142,A28,B737,scheduled,Electrical,2024-03-07,2024-03-07,2024-03-16,134073.0,194201.0,76.25535055350554,46308.978087649404,V-A,High,Cancelled,Toronto,76.25535055350554,5.559125085440875,60128.0,44.84721010195938,9,No,Yes,2024,3
M847,A09,B737,Unscheduled,Engine,2024-04-22,2024-04-22,2024-04-23,78913.65527065528,85239.29113067027,51.0,46308.978087649404,InHouse,Critical,Delayed,Paris,51.0,7.0,6325.635860014998,8.015895143013658,1,No,No,2024,4
M2929,A60,A320,scheduled,LandingGear,2023-10-30,2023-11-03,2023-11-08,89413.0,66734.0,129.0,64077.0,InHouse,High,Delayed,Amsterdam,129.0,5.559125085440875,-22679.0,-25.36432062451769,5,Yes,No,2023,10
M4325,A09,B737,scheduled,Engine,2024-06-02,2024-06-09,2024-06-11,44331.0,36405.0,34.0,51445.0,V-C,Low,completed,Dallas,34.0,5.559125085440875,-7926.0,-17.8791364959058,2,Yes,No,2024,6
M2871,A40,A320,scheduled,Avionics,2024-02-10,2024-02-16,2024-02-17,78913.65527065528,74004.0,108.0,65092.0,V-C,High,InProgress,Chennai,108.0,7.0,-4909.655270655276,-6.221553486296273,1,Yes,No,2024,2
M3518,A40,B737,scheduled,Hydraulics,2022-11-25,2022-11-25,2022-11-25,78913.65527065528,13680.0,65.0,69313.0,InHouse,High,completed,London,65.0,5.559125085440875,-65233.655270655276,-82.66459720680683,0,No,No,2022,11
M3422,A19,B737,Unscheduled,Avionics,2023-02-02,2023-02-02,2023-02-09,81921.0,85239.29113067027,19.0,67231.0,InHouse,Low,Delayed,Dallas,19.0,5.559125085440875,3318.2911306702736,4.050598907081547,7,No,No,2023,2
M1606,A27,A350,Scheduled,Hydraulics,2022-07-08,2022-07-10,2022-07-11,78913.65527065528,27479.0,76.25535055350554,77468.0,InHouse,High,InProgress,Mumbai,76.25535055350554,7.0,-51434.655270655276,-65.17839668463779,1,Yes,No,2022,7
M2325,A10,B737,scheduled,LandingGear,2024-08-28,2024-08-28,2024-08-30,101038.0,85239.29113067027,60.0,60813.0,InHouse,High,completed,Chicago,130.0,5.0,-15798.708869329726,-15.636403006126137,2,No,No,2024,8
M2710,A36,B737,Emergency,Hydraulics,2024-09-02,2024-09-05,2024-09-06,78913.65527065528,9925.0,53.0,59182.0,InHouse,High,completed,LosAngeles,53.0,2.0,-68988.65527065528,-87.42296252028932,1,Yes,No,2024,9
M1762,A25,B737,scheduled,Hydraulics,2023-01-03,2023-01-04,2023-01-05,78913.65527065528,153787.0,76.25535055350554,56099.0,InHouse,High,InProgress,Frankfurt,76.25535055350554,5.559125085440875,74873.34472934472,94.88008694128635,1,Yes,Yes,2023,1
M1494,A45,B787,scheduled,Avionics,2022-10-01,2022-10-01,2022-10-01,146315.0,85239.29113067027,78.0,30162.0,inhouse,High,completed,Mumbai,78.0,1.0,-61075.70886932973,-41.742616183801886,0,No,No,2022,10
M2159,A21,B777,scheduled,Electrical,2024-02-06,2024-02-11,2024-02-12,78913.65527065528,164144.0,76.25535055350554,65355.0,inhouse,High,InProgress,Mumbai,76.25535055350554,3.0,85230.34472934472,108.00455819341366,1,Yes,Yes,2024,2
M1170,A26,b737,scheduled,Engine,2022-08-18,2022-08-26,2022-08-27,78913.65527065528,85239.29113067027,76.25535055350554,44915.0,InHouse,Low,Completed,Singapore,76.25535055350554,5.559125085440875,6325.635860014998,8.015895143013658,1,Yes,No,2022,8
M233,A20,A-320,Preventive,Hydraulics,2022-06-24,2022-06-24,2022-06-30,129143.0,85239.29113067027,52.0,87643.0,V-C,Critical,completed,Paris,52.0,5.559125085440875,-43903.70886932973,-33.99619713753725,6,No,No,2022,6
M067,A58,B737,scheduled,LandingGear,2022-04-11,2022-04-11,2022-04-15,48611.0,61016.0,42.0,8355.0,V-C,Medium,Delayed,Paris,42.0,4.0,12405.0,25.518915471806793,4,No,No,2022,4
M1604,A46,A350,Preventive,Avionics,2023-05-26,2023-05-30,2023-05-31,101846.0,85239.29113067027,55.0,17668.0,InHouse,High,Completed,Paris,108.0,8.0,-16606.708869329726,-16.305705544969587,1,Yes,No,2023,5
M3284,A51,A350,Emergency,Avionics,2023-06-17,2023-06-17,2023-06-17,103940.0,85239.29113067027,89.0,7763.0,InHouse,High,completed,Amsterdam,89.0,10.0,-18700.708869329726,-17.991830738242953,0,No,No,2023,6
M1297,A28,B737,Preventive,Hydraulics,2023-06-27,2023-06-27,2023-06-27,76567.0,85239.29113067027,54.0,78107.0,inhouse,High,completed,Mumbai,76.25535055350554,9.0,8672.291130670274,11.326408414421714,0,No,No,2023,6
M2798,A44,B737,scheduled,Electrical,2022-08-07,2022-08-19,2022-08-24,78913.65527065528,93779.0,76.25535055350554,46308.978087649404,V-C,High,completed,Dallas,76.25535055350554,8.0,14865.344729344724,18.837480887636097,5,Yes,Yes,2022,8
M4570,A38,B737,scheduled,Avionics,2022-03-23,2022-03-31,2022-04-01,78913.65527065528,72466.0,76.25535055350554,71561.0,inhouse,High,Cancelled,Dallas,76.25535055350554,5.0,-6447.655270655276,-8.170519092723984,1,Yes,No,2022,3
M639,A43,B737,Unscheduled,LandingGear,2022-05-08,2022-05-08,2022-05-18,147718.0,85239.29113067027,16.0,69084.0,InHouse,High,InProgress,Dubai,130.0,6.0,-62478.70886932973,-42.29593473329569,10,No,No,2022,5
M1277,A38,B777,Scheduled,Engine,2022-07-19,2022-07-26,2022-07-29,112129.0,85239.29113067027,5.0,27025.0,V-A,High,Cancelled,Mumbai,76.25535055350554,1.0,-26889.708869329726,-23.98104760528474,3,Yes,No,2022,7
M4721,A58,A320,scheduled,Structure,2022-10-14,2022-10-20,2022-10-21,88584.0,85239.29113067027,76.25535055350554,21865.0,InHouse,Low,completed,Singapore,76.25535055350554,2.0,-3344.7088693297264,-3.77574829464658,1,Yes,No,2022,10
M3645,A48,A320,scheduled,Hydraulics,2023-09-24,2023-10-04,2023-10-05,78913.65527065528,85239.29113067027,76.25535055350554,34376.0,InHouse,Medium,completed,Dallas,76.25535055350554,5.559125085440875,6325.635860014998,8.015895143013658,1,Yes,No,2023,9
M4203,A35,B737,Emergency,Avionics,2024-06-07,2024-06-07,2024-06-07,40853.0,85239.29113067027,99.0,39942.0,InHouse,High,completed,Dallas,99.0,2.0,44386.29113067027,108.64879233023346,0,No,No,2024,6
M2262,A50,A350,scheduled,Avionics,2024-01-08,2024-01-16,2024-01-17,78913.65527065528,85239.29113067027,76.25535055350554,46308.978087649404,InHouse,High,InProgress,Dallas,76.25535055350554,3.0,6325.635860014998,8.015895143013658,1,Yes,No,2024,1
M2297,A08,b737,Unscheduled,Structure,2023-03-18,2023-03-18,2023-03-18,78913.65527065528,112598.0,76.25535055350554,85550.0,InHouse,High,InProgress,Dallas,76.25535055350554,6.0,33684.344729344724,42.685064598535384,0,No,Yes,2023,3
M1969,A11,A350,scheduled,Hydraulics,2022-12-15,2022-12-22,2022-12-23,78913.65527065528,31919.0,71.0,29513.0,InHouse,Medium,Cancelled,Dallas,136.0,5.0,-46994.655270655276,-59.55199402368913,1,Yes,No,2022,12
M2394,A09,A320,Scheduled,Avionics,2023-11-12,2023-11-13,2023-11-15,78913.65527065528,121228.0,76.25535055350554,28235.0,V-B,Low,completed,Dallas,76.25535055350554,5.559125085440875,42314.344729344724,53.621067968802706,2,Yes,Yes,2023,11
M524,A44,b737,scheduled,Hydraulics,2024-06-23,2024-06-23,2024-07-03,114277.0,156155.0,27.0,22237.0,InHouse,High,Delayed,Tokyo,27.0,8.0,41878.0,36.646044260874895,10,No,Yes,2024,6
M4700,A12,B737,scheduled,Engine,2023-05-17,2023-05-17,2023-05-22,148349.0,158417.0,76.25535055350554,46308.978087649404,V-C,Medium,Cancelled,Chennai,76.25535055350554,7.0,10068.0,6.786698932921692,5,No,Yes,2023,5
M4157,A15,A350,Unscheduled,LandingGear,2023-11-20,2023-11-22,2023-11-23,80041.0,97177.0,76.25535055350554,46308.978087649404,V-B,Critical,completed,Mumbai,76.25535055350554,2.0,17136.0,21.409027873214978,1,Yes,Yes,2023,11
M1970,A50,A-320,Scheduled,Hydraulics,2022-10-23,2022-10-23,2022-11-01,121866.0,140017.0,76.25535055350554,46308.978087649404,InHouse,Critical,completed,Amsterdam,76.25535055350554,5.559125085440875,18151.0,14.894228086586908,9,No,Yes,2022,10
M672,A12,B737,scheduled,Avionics,2022-06-01,2022-06-13,2022-06-14,135013.0,85239.29113067027,46.0,65293.0,V-B,Medium,Completed,Atlanta,46.0,3.0,-49773.70886932973,-36.86586393112495,1,Yes,No,2022,6
M4189,A56,A320,scheduled,Avionics,2024-09-19,2024-09-19,2024-09-20,12378.0,15294.0,19.0,46308.978087649404,InHouse,High,InProgress,LosAngeles,19.0,7.0,2916.0,23.557925351429958,1,No,No,2024,9
M667,A01,B737,scheduled,Avionics,2023-07-30,2023-07-30,2023-08-12,76170.0,65928.0,76.25535055350554,2161.0,inhouse,Low,completed,Dallas,76.25535055350554,5.0,-10242.0,-13.446238676644349,13,No,No,2023,7
M1888,A50,B777,scheduled,Avionics,2023-05-03,2023-05-05,2023-05-08,82556.0,85239.29113067027,76.0,46308.978087649404,InHouse,High,InProgress,Frankfurt,76.0,4.0,2683.2911306702736,3.2502678553591178,3,Yes,No,2023,5
M281,A21,B787,Scheduled,Structure,2022-12-05,2022-12-05,2022-12-17,78913.65527065528,12731.0,96.0,87755.0,V-C,Low,completed,Dallas,96.0,2.0,-66182.65527065528,-83.86717741519428,12,No,No,2022,12
M1720,A08,A-320,scheduled,LandingGear,2022-05-24,2022-05-24,2022-05-24,17152.0,85239.29113067027,76.25535055350554,41205.0,V-B,High,completed,Dallas,76.25535055350554,5.559125085440875,68087.29113067027,396.96415071519516,0,No,No,2022,5
M900,A24,B737,scheduled,Electrical,2023-03-02,2023-03-02,2023-03-07,28800.0,38587.0,33.0,60893.0,V-A,High,Cancelled,Dallas,76.25535055350554,5.559125085440875,9787.0,33.982638888888886,5,No,No,2023,3
M761,A47,B737,scheduled,Hydraulics,2023-06-10,2023-06-10,2023-06-10,44689.0,43861.0,76.25535055350554,46308.978087649404,V-C,High,Cancelled,Dallas,76.25535055350554,7.0,-828.0,-1.8528049408131755,0,No,No,2023,6
M3824,A53,B787,scheduled,Structure,2022-12-24,2022-12-24,2022-12-24,54160.0,52956.0,71.0,71190.0,InHouse,Low,completed,Amsterdam,76.25535055350554,5.559125085440875,-1204.0,-2.2230428360413588,0,No,No,2022,12
M4139,A35,B777,Scheduled,Avionics,2024-02-22,2024-02-27,2024-02-28,140799.0,129762.0,6.0,46308.978087649404,InHouse,High,Cancelled,Singapore,6.0,3.0,-11037.0,-7.838834082628428,1,Yes,Yes,2024,2
M4165,A36,A350,Preventive,Hydraulics,2023-10-30,2023-10-30,2023-10-31,139214.0,105390.0,76.25535055350554,7918.0,InHouse,High,completed,Dallas,76.25535055350554,10.0,-33824.0,-24.296406970563307,1,No,Yes,2023,10
M3032,A21,B737,Emergency,Avionics,2023-11-10,2023-11-17,2023-11-21,94900.0,114345.0,49.0,44791.0,InHouse,Low,Cancelled,Frankfurt,49.0,10.0,19445.0,20.489989462592202,4,Yes,Yes,2023,11
M2833,A03,B777,scheduled,Engine,2022-08-24,2022-09-02,2022-09-03,149317.0,148041.0,109.0,30375.0,InHouse,Medium,InProgress,Atlanta,109.0,3.0,-1276.0,-0.8545577529685165,1,Yes,Yes,2022,8
M3178,A13,B737,scheduled,Hydraulics,2024-04-27,2024-04-27,2024-04-28,22521.0,27655.0,100.0,3732.0,V-B,Medium,Delayed,Tokyo,100.0,5.559125085440875,5134.0,22.79650104347054,1,No,No,2024,4
M4855,A08,B737,Unscheduled,Electrical,2022-11-24,2022-12-04,2022-12-05,86866.0,130279.0,76.25535055350554,46308.978087649404,InHouse,High,InProgress,Paris,76.25535055350554,5.559125085440875,43413.0,49.976976032049365,1,Yes,Yes,2022,11
M4262,A58,B737,Scheduled,LandingGear,2023-05-13,2023-05-13,2023-05-14,83215.0,115430.0,117.0,85510.0,V-C,High,completed,London,129.0,5.559125085440875,32215.0,38.71297242083759,1,No,Yes,2023,5
M1332,A33,B737,scheduled,Structure,2024-08-21,2024-08-21,2024-08-30,44663.0,85239.29113067027,109.0,70966.0,InHouse,High,completed,Dallas,109.0,5.559125085440875,40576.29113067027,90.84990065752474,9,No,No,2024,8
M4543,A42,A-320,scheduled,Avionics,2024-04-14,2024-04-16,2024-04-17,78913.65527065528,35001.0,16.0,46308.978087649404,InHouse,Low,InProgress,NewYork,16.0,5.559125085440875,-43912.655270655276,-55.64645956399459,1,Yes,No,2024,4
M2483,A44,B787,Emergency,LandingGear,2023-09-08,2023-09-11,2023-09-13,52893.0,55984.0,12.0,46308.978087649404,V-B,Medium,Cancelled,Mumbai,76.25535055350554,1.0,3091.0,5.84387348042274,2,Yes,No,2023,9
M2151,A41,B737,scheduled,Hydraulics,2024-06-09,2024-06-09,2024-06-15,78913.65527065528,82183.0,6.0,38130.0,InHouse,High,InProgress,Singapore,6.0,5.0,3269.3447293447243,4.1429391632305475,6,No,No,2024,6
M4531,A54,A350,Emergency,Avionics,2022-08-15,2022-08-19,2022-08-23,78913.65527065528,8297.0,34.0,46308.978087649404,InHouse,Low,Cancelled,NewYork,76.25535055350554,9.0,-70616.65527065528,-89.48597682930382,4,Yes,No,2022,8
M3982,A34,B737,Scheduled,Hydraulics,2022-12-19,2022-12-19,2022-12-24,71430.0,70792.0,38.0,26441.0,InHouse,High,Completed,Dallas,38.0,5.559125085440875,-638.0,-0.8931821363572728,5,No,No,2022,12
M4859,A52,A-320,Preventive,Avionics,2022-03-26,2022-03-30,2022-04-01,78913.65527065528,13492.0,134.0,46308.978087649404,InHouse,High,completed,Chicago,134.0,2.0,-65421.655270655276,-82.9028322744326,2,Yes,No,2022,3
M3038,A39,B737,Preventive,Hydraulics,2022-10-19,2022-10-19,2022-10-23,78913.65527065528,18974.0,76.25535055350554,88294.0,InHouse,High,completed,London,76.25535055350554,4.0,-59939.655270655276,-75.95599907909012,4,No,No,2022,10
M236,A58,A-320,Scheduled,Electrical,2024-06-21,2024-06-25,2024-06-26,83342.0,85239.29113067027,76.25535055350554,46308.978087649404,inhouse,High,Completed,Dallas,76.25535055350554,3.0,1897.2911306702736,2.276512599493981,1,Yes,No,2024,6
M674,A42,B737,Unscheduled,Avionics,2023-01-29,2023-01-29,2023-01-29,8552.0,11209.0,7.0,11957.0,InHouse,High,completed,NewYork,7.0,5.559125085440875,2657.0,31.068755846585596,0,No,No,2023,1
M1824,A28,B787,Scheduled,LandingGear,2023-06-09,2023-06-09,2023-06-09,40941.0,85239.29113067027,122.0,75983.0,V-C,High,Delayed,Toronto,122.0,1.0,44298.29113067027,108.20031540673232,0,No,No,2023,6
M717,A29,A-320,scheduled,Avionics,2023-12-05,2023-12-15,2023-12-16,78913.65527065528,105241.0,76.25535055350554,2329.0,V-B,Critical,Completed,Dallas,76.25535055350554,8.0,26327.344729344724,33.36221676596797,1,Yes,Yes,2023,12
M2049,A18,B777,Unscheduled,Structure,2024-09-05,2024-09-09,2024-09-10,109921.0,85239.29113067027,76.25535055350554,46308.978087649404,InHouse,High,Delayed,Chicago,76.25535055350554,8.0,-24681.708869329726,-22.45404323953542,1,Yes,No,2024,9
M4810,A22,A350,scheduled,Engine,2023-03-03,2023-03-05,2023-03-06,90044.0,85239.29113067027,76.25535055350554,35193.0,V-C,High,completed,Singapore,76.25535055350554,5.559125085440875,-4804.708869329726,-5.335956720414161,1,Yes,No,2023,3
M2725,A49,A320,scheduled,Electrical,2023-04-17,2023-04-17,2023-04-17,9013.0,11262.0,76.25535055350554,46308.978087649404,V-B,High,Completed,London,76.25535055350554,5.559125085440875,2249.0,24.952845889271053,0,No,No,2023,4
M1669,A38,B737,Preventive,LandingGear,2024-06-01,2024-06-01,2024-06-09,23012.0,30280.0,76.25535055350554,19837.0,InHouse,High,completed,Paris,76.25535055350554,7.0,7268.0,31.583521640883017,8,No,No,2024,6
M2153,A32,B737,scheduled,Electrical,2023-09-13,2023-09-19,2023-09-20,65840.0,80122.0,12.0,46308.978087649404,InHouse,Medium,completed,NewYork,12.0,9.0,14282.0,21.69198055893074,1,Yes,No,2023,9
M4785,A57,A-320,Preventive,Structure,2022-12-01,2022-12-05,2022-12-06,78913.65527065528,85239.29113067027,44.0,85368.0,InHouse,High,Cancelled,Dallas,44.0,5.559125085440875,6325.635860014998,8.015895143013658,1,Yes,No,2022,12
M3926,A21,A320,Emergency,Engine,2024-08-16,2024-08-26,2024-08-29,21994.0,27449.0,76.25535055350554,3268.0,V-C,High,Delayed,Dallas,76.25535055350554,9.0,5455.0,24.802218786941893,3,Yes,No,2024,8
M4159,A17,A-320,scheduled,Structure,2022-03-06,2022-03-06,2022-03-07,110886.0,85239.29113067027,124.0,46308.978087649404,InHouse,Low,Completed,Amsterdam,124.0,5.559125085440875,-25646.708869329726,-23.12889712797804,1,No,No,2022,3
M224,A59,B787,scheduled,Avionics,2022-08-13,2022-08-13,2022-08-13,78913.65527065528,91281.0,76.25535055350554,24260.0,InHouse,High,Completed,Chicago,76.25535055350554,2.0,12367.344729344724,15.67199578694922,0,No,Yes,2022,8
M3137,A53,B777,scheduled,Avionics,2024-05-06,2024-05-06,2024-05-07,73082.0,78258.0,24.0,46308.978087649404,inhouse,Medium,Delayed,NewYork,24.0,5.0,5176.0,7.0824553241564265,1,No,No,2024,5
M4470,A25,A320,scheduled,Engine,2022-11-14,2022-11-17,2022-11-18,78913.65527065528,105309.0,56.0,50432.0,InHouse,Critical,Delayed,Dallas,75.0,5.0,26395.344729344724,33.448386896811336,1,Yes,Yes,2022,11
M4973,A57,B737,Emergency,Structure,2023-05-03,2023-05-03,2023-05-04,14119.0,85239.29113067027,110.74154067674586,46308.978087649404,inhouse,Critical,completed,Dallas,115.0,5.559125085440875,71120.29113067027,503.7204556319164,1,No,No,2023,5
M1945,A41,B777,Preventive,Electrical,2023-08-06,2023-08-06,2023-08-07,78913.65527065528,85239.29113067027,76.25535055350554,12318.0,InHouse,Critical,completed,Dubai,76.25535055350554,3.0,6325.635860014998,8.015895143013658,1,No,No,2023,8
M1839,A51,B737,Emergency,Structure,2022-09-19,2022-09-19,2022-09-21,147278.0,209513.0,21.0,46308.978087649404,V-C,High,completed,London,21.0,5.0,62235.0,42.256820434823936,2,No,Yes,2022,9
M4805,A14,A-320,Emergency,Structure,2024-07-23,2024-07-31,2024-08-01,111651.0,135062.0,34.0,53228.0,V-B,High,completed,Chennai,34.0,5.559125085440875,23411.0,20.968016408272206,1,Yes,Yes,2024,7
M4486,A23,B787,scheduled,Avionics,2022-04-01,2022-04-10,2022-04-11,128674.0,156900.0,48.0,87845.0,inhouse,Medium,Delayed,Mumbai,48.0,5.559125085440875,28226.0,21.93605545797908,1,Yes,Yes,2022,4
M1582,A08,B737,scheduled,LandingGear,2022-06-02,2022-06-13,2022-06-18,48761.0,56635.0,65.0,46308.978087649404,InHouse,Low,Completed,Atlanta,65.0,6.0,7874.0,16.148151186398966,5,Yes,No,2022,6
M2509,A57,B737,Unscheduled,Hydraulics,2023-12-17,2023-12-25,2023-12-26,78913.65527065528,160350.0,76.25535055350554,26302.0,InHouse,Low,completed,Singapore,76.25535055350554,5.559125085440875,81436.34472934472,103.1967717754769,1,Yes,Yes,2023,12
M3776,A39,A350,Scheduled,Electrical,2022-02-26,2022-02-27,2022-02-28,78913.65527065528,52079.0,104.0,7741.0,V-C,High,completed,Dallas,127.0,6.0,-26834.655270655276,-34.00508464424657,1,Yes,No,2022,2
M4965,A29,B737,scheduled,Engine,2023-03-29,2023-03-29,2023-04-10,12739.0,85239.29113067027,79.0,59000.0,InHouse,Medium,Delayed,Paris,79.0,9.0,72500.29113067027,569.120740487246,12,No,No,2023,3
M2746,A12,A320,Preventive,Avionics,2024-09-02,2024-09-02,2024-09-03,88958.0,85239.29113067027,76.25535055350554,10193.0,V-A,Critical,completed,Amsterdam,76.25535055350554,8.0,-3718.7088693297264,-4.180297296847643,1,No,No,2024,9
